,frame_idx,x1,y1,x2,y2,confidence,class_id,class_name,cx,cy,area,dx,dy,d_area,magnitude
4389,30941,1080,27,1117,66,0.7863398,37,sports ball,1098.5,46.5,1443,0.3948735948694923,-0.27641151640864464,-37.0,0.48200464969591567
4390,30942,1092,18,1131,58,0.7567342,37,sports ball,1111.5,38.0,1560,0.32914029430219166,-0.21520711550527918,117.0,0.3932523819348535
4391,30943,1107,13,1144,51,0.58964217,37,sports ball,1125.5,32.0,1406,0.37336652294386546,-0.16001422411879948,-154.0,0.40621067486654433
4392,30944,1121,7,1157,46,0.6518539,37,sports ball,1139.0,26.5,1404,0.36028834606144605,-0.14678414098799655,-2.0,0.3890414841032719
4393,30945,1134,4,1169,42,0.5580465,37,sports ball,1151.5,23.0,1330,0.3427553106919261,-0.09597148699373931,-74.0,0.3559378166524432
4394,30947,1321,801,1357,838,0.8313139,37,sports ball,1339.0,819.5,1332,5.137468353292415,21.82396556478618,2.0,22.420505214068083
4395,30949,1173,3,1208,40,0.62515867,37,sports ball,1190.5,21.5,1295,-4.126592356747208,-22.175223573631463,-37.0,22.555915078296092
4396,30950,1184,4,1221,43,0.56383425,37,sports ball,1202.5,23.5,1443,0.31589887589559384,0.05264981264926564,148.0,0.32025630761017426
4397,30951,1197,8,1231,46,0.7471289,37,sports ball,1214.0,27.0,1292,0.3199385583429279,0.09737260471306501,-151.0,0.3344280270299693
4398,30953,1221,21,1256,59,0.6938571,37,sports ball,1238.5,40.0,1330,0.6718004089561751,0.3564655231196031,38.0,0.7605152586546942
4399,30955,1246,38,1279,73,0.6847564,37,sports ball,1262.5,55.5,1155,0.7061878636037996,0.45607966191078725,-175.0,0.8406604288950186
4400,30956,1256,49,1290,84,0.51916313,37,sports ball,1273.0,66.5,1190,0.30437979371753543,0.3188740696088466,35.0,0.4408261914773633
4401,30958,1318,830,1354,869,0.71764594,37,sports ball,1336.0,849.5,1404,1.681345614953415,20.896724071563874,214.0,20.964255293236633
4402,30970,1319,831,1356,871,0.7181035,37,sports ball,1337.5,851.0,1480,0.038990643368252725,0.038990643368252725,76.0,0.05514109665703558
4403,30981,1324,810,1360,848,0.8086755,37,sports ball,1342.0,829.0,1368,0.12166606584807191,-0.5948118774794626,-112.0,0.6071274999286317
4404,30987,1331,355,1364,386,0.61257935,37,sports ball,1347.5,370.5,1023,0.17195898485719865,-14.335126283095562,-345.0,14.336157624857865
4405,30988,1327,373,1359,404,0.73377657,37,sports ball,1343.0,388.5,992,-0.1428751428752143,0.5715005715008572,-31.0,0.589089305349723
4406,30989,1325,393,1356,422,0.67780733,37,sports ball,1340.5,407.5,899,-0.08337966824563375,0.6336854786668166,-93.0,0.6391474438264965
4407,30991,1316,434,1348,467,0.6915642,37,sports ball,1332.0,450.5,1056,-0.26156941833108205,1.323233528027827,157.0,1.3488385857110665
4408,30992,1328,794,1361,827,0.82428896,37,sports ball,1344.5,810.5,1089,0.3787878787878788,10.909090909090908,33.0,10.915665106622066
4409,30993,1315,459,1346,491,0.7397902,37,sports ball,1330.5,475.0,992,-0.4445004445006667,-10.652135652140979,-97.0,10.661405845233274
4410,30994,1312,483,1344,515,0.7197374,37,sports ball,1328.0,499.0,1024,-0.078125,0.75,32.0,0.7540580320008534
4411,31003,1330,774,1367,807,0.8565449,37,sports ball,1348.5,790.5,1221,0.586672902207946,8.342202487493477,197.0,8.362806193887758
4412,31005,1320,444,1350,475,0.75036484,37,sports ball,1335.0,459.5,930,-0.4426824391541682,-10.85391758222442,-291.0,10.862941343101136
4413,31006,1324,432,1355,462,0.699276,37,sports ball,1339.5,447.0,930,0.1475608130513894,-0.4098911473649706,0.0,0.43564314092679013
4414,31007,1328,418,1360,449,0.8154479,37,sports ball,1344.0,433.5,992,0.1428751428752143,-0.42862542862564296,62.0,0.4518108725076556
4415,31008,1334,406,1364,436,0.72486675,37,sports ball,1349.0,421.0,900,0.16666666666666666,-0.4166666666666667,-92.0,0.44876373392787533
4416,31009,1338,396,1369,428,0.7937788,37,sports ball,1353.5,412.0,992,0.1428751428752143,-0.2857502857504286,92.0,0.31947853176397395
4417,31010,1343,389,1373,418,0.7188316,37,sports ball,1358.0,403.5,870,0.15256428831468236,-0.2881769890388444,-122.0,0.32607029775871915
4418,31011,1347,382,1378,411,0.8000343,37,sports ball,1362.5,396.5,899,0.15008340284214078,-0.23346307108777453,29.0,0.2775428496113917
4419,31012,1352,376,1382,404,0.77477443,37,sports ball,1367.0,390.0,840,0.1552647508520297,-0.22427130678626514,-59.0,0.2727723627949905
4420,31013,1356,372,1387,400,0.8347192,37,sports ball,1371.5,386.0,868,0.15273995249297942,-0.13576884666042613,28.0,0.20435917598938375
4421,31015,1360,367,1389,397,0.8789369,37,sports ball,1374.5,382.0,870,0.10170952554312156,-0.1356127007241621,2.0,0.16951587590520262
4422,31016,1363,367,1394,396,0.83859897,37,sports ball,1378.5,381.5,899,0.13340746919301402,-0.016675933649126753,29.0,0.13444567527278467
4423,31017,1367,365,1398,396,0.81534314,37,sports ball,1382.5,380.5,961,0.12903225806451613,-0.03225806451612903,62.0,0.13300340727798904
4424,31018,1371,367,1402,397,0.80667,37,sports ball,1386.5,382.0,930,0.13116516715679058,0.04918693768379647,-31.0,0.14008445993035235
4425,31019,1375,370,1405,399,0.81441414,37,sports ball,1390.0,384.5,870,0.11866111313364182,0.08475793795260131,-60.0,0.1458230702464187
4426,31020,1378,374,1409,403,0.76396376,37,sports ball,1393.5,388.5,899,0.11673153554388727,0.13340746919301402,29.0,0.1772676062537056
4427,31021,1383,380,1413,408,0.5244822,37,sports ball,1398.0,394.0,840,0.1552647508520297,0.18976802881914742,-59.0,0.24519185879438907
4428,31022,1387,386,1417,414,0.69127965,37,sports ball,1402.0,400.0,840,0.13801311186847084,0.20701966780270628,0.0,0.24880667576405965
4429,31023,1390,393,1422,422,0.7909064,37,sports ball,1406.0,407.5,928,0.13130643285972254,0.24619956161197978,88.0,0.2790261698269104
4430,31024,1396,401,1426,430,0.77835584,37,sports ball,1411.0,415.5,870,0.16951587590520262,0.2712254014483242,-58.0,0.319841914974746
4431,31026,1400,412,1430,442,0.78208953,37,sports ball,1415.0,427.0,900,0.13333333333333333,0.38333333333333336,30.0,0.4058598553961974
4432,31027,1404,422,1434,452,0.84315294,37,sports ball,1419.0,437.0,900,0.13333333333333333,0.3333333333333333,0.0,0.3590109871423003
4433,31028,1410,436,1440,465,0.8605485,37,sports ball,1425.0,450.5,870,0.2034190510862431,0.45769286494404704,-30.0,0.5008613270811765
4434,31029,1415,449,1446,478,0.8484639,37,sports ball,1430.5,463.5,899,0.18343527014039426,0.43357427487729555,29.0,0.47078142504441706
4435,31030,1419,464,1451,494,0.86258376,37,sports ball,1435.0,479.0,960,0.14523687548277814,0.5002603488851247,61.0,0.5209166600010665
4436,31031,1424,479,1456,508,0.8773178,37,sports ball,1440.0,493.5,928,0.16413304107465318,0.47598581911649424,-32.0,0.5034899752452017
4437,31032,1430,496,1461,527,0.8339466,37,sports ball,1445.5,511.5,961,0.1774193548387097,0.5806451612903226,33.0,0.6071461362812488
4438,31037,1453,523,1484,547,0.5148878,37,sports ball,1468.5,535.0,744,0.8432209113727814,0.8615518007504506,-217.0,1.2055260307238032
4439,31039,1463,496,1493,524,0.8440112,37,sports ball,1478.0,510.0,840,0.32778114068761827,-0.8625819491779428,96.0,0.9227611257731306
4440,31040,1469,483,1500,512,0.8040981,37,sports ball,1484.5,497.5,899,0.21678713743864778,-0.4168983412281688,59.0,0.46989455187056794
4441,31041,1475,473,1504,501,0.832999,37,sports ball,1489.5,487.0,812,0.1754656015858991,-0.3684777633303881,-87.0,0.40812257890107845
4442,31042,1480,463,1511,491,0.6673721,37,sports ball,1495.5,477.0,868,0.2036532699906392,-0.33942211665106536,56.0,0.39583080684778643
4443,31044,1490,447,1520,475,0.5118324,37,sports ball,1505.0,461.0,840,0.32778114068761827,-0.5520524474738834,-28.0,0.6420298910116109
4444,31073,1665,429,1693,455,0.5148416,37,sports ball,1679.0,442.0,728,6.44886905495158,-0.7041868508280461,-112.0,6.487202109445274
4445,31108,1011,629,1035,651,0.54837036,37,sports ball,1023.0,640.0,528,-28.548735576734444,8.616843969807043,-200.0,29.820803192239858
4446,31113,1831,452,1861,479,0.5382622,37,sports ball,1846.0,465.5,810,28.917272381317513,-6.131305018882024,282.0,29.56013435710123
4447,31138,1615,502,1644,527,0.58441925,37,sports ball,1629.5,514.5,725,-8.040608143066345,1.8198143141351082,-85.0,8.243973765622732
4448,31150,1462,707,1491,736,0.8603103,37,sports ball,1476.5,721.5,841,-5.275862068965517,7.137931034482759,116.0,8.876079090667298
4449,31151,1457,696,1486,723,0.8792762,37,sports ball,1471.5,709.5,783,-0.17868542247296582,-0.428845013935118,-58.0,0.46458209842971115
4450,31152,1452,684,1480,712,0.8734618,37,sports ball,1466.0,698.0,784,-0.19642857142857142,-0.4107142857142857,1.0,0.45526959942792716
4451,31153,1447,670,1475,701,0.5383836,37,sports ball,1461.0,685.5,868,-0.16971105832553268,-0.4242776458138317,84.0,0.4569610093381049
4452,31154,1440,661,1472,692,0.81023616,37,sports ball,1456.0,676.5,992,-0.15875015875023812,-0.2857502857504286,124.0,0.32688658386308456
4453,31176,1424,538,1456,568,0.60026413,37,sports ball,1440.0,553.0,960,-0.5163977794943222,-3.9859453604717996,-32.0,4.0192570312600475
4454,31177,1437,529,1467,555,0.670465,37,sports ball,1452.0,542.0,780,0.4296689244236597,-0.3938631807216881,-180.0,0.5828752780343234
4455,31178,1449,519,1479,545,0.85186934,37,sports ball,1464.0,532.0,780,0.4296689244236597,-0.35805743701971643,0.0,0.5593035962878415
4456,31179,1460,509,1493,538,0.8066304,37,sports ball,1476.5,523.5,957,0.4040676148970225,-0.2747659781299753,177.0,0.48863788243063033
4457,31181,1471,506,1503,531,0.59556735,37,sports ball,1487.0,518.5,800,0.37123106012293744,-0.17677669529663687,-157.0,0.41117210508496316
4458,31182,1482,493,1520,524,0.5902726,37,sports ball,1501.0,508.5,1178,0.4079015827236455,-0.29135827337403253,378.0,0.5012717273614706
4459,31192,1341,710,1385,747,0.5958868,37,sports ball,1363.0,728.5,1628,-3.4202030199666065,5.452497568062706,450.0,6.43642124379056
4460,31210,1593,619,1618,646,0.6735655,37,sports ball,1605.5,632.5,675,9.333829351898949,-3.6950417228136048,-953.0,10.038610646085626
4461,31214,1338,753,1373,788,0.83764637,37,sports ball,1355.5,770.5,1225,-7.142857142857143,3.942857142857143,550.0,8.158831448941994
4462,31216,1390,669,1406,682,0.5572068,37,sports ball,1398.0,675.5,208,2.9468447924465297,-6.587064830174596,-1017.0,7.216184400893059
4463,31225,1335,775,1371,812,0.8545831,37,sports ball,1353.0,793.5,1332,-1.2329924047901797,3.2331800836720266,1124.0,3.4603068828824592
4464,31234,1651,570,1681,599,0.66941327,37,sports ball,1666.0,584.5,870,10.611693831665683,-7.085763612837469,-462.0,12.759940907152469
4465,31235,1643,585,1673,612,0.8174408,37,sports ball,1658.0,598.5,810,-0.2810913475705226,0.49190985824841454,-60.0,0.5665577237325317
4466,31236,1331,799,1368,833,0.82499784,37,sports ball,1349.5,816.0,1258,-8.69790876315372,6.132237134476285,448.0,10.642271802843423
4467,31237,1636,598,1666,625,0.8357771,37,sports ball,1651.0,611.5,810,10.59363016156407,-7.1853975722714845,-448.0,12.80058351293428
4468,31238,1630,612,1660,641,0.84401095,37,sports ball,1645.0,626.5,870,-0.2034190510862431,0.5085476277156078,60.0,0.5477225575051662
4469,31239,1624,629,1653,655,0.7676241,37,sports ball,1638.5,642.0,754,-0.23671603823699966,0.564476706565153,-116.0,0.6121016541500787
4470,31242,1626,633,1654,656,0.561274,37,sports ball,1640.0,644.5,644,0.059108280467932546,0.09851380077988758,-110.0,0.11488584666517959
4471,31243,1632,616,1660,641,0.63931584,37,sports ball,1646.0,628.5,700,0.22677868380553634,-0.6047431568147635,56.0,0.6458659745975608
4472,31244,1637,602,1665,627,0.5004628,37,sports ball,1651.0,614.5,700,0.18898223650461363,-0.5291502622129182,0.0,0.5618845839799181
4473,31245,1641,588,1669,614,0.73853165,37,sports ball,1655.0,601.0,728,0.14824986333222023,-0.5003432887462433,28.0,0.5218442570072307
4474,31246,1645,575,1676,601,0.7552989,37,sports ball,1660.5,588.0,806,0.1937292372609954,-0.4579054698896255,78.0,0.49720060008467987
4475,31247,1328,826,1363,860,0.72881854,37,sports ball,1345.5,843.0,1190,-9.131393811526063,7.392080704568718,384.0,11.748413087903984
4476,31248,1651,563,1680,590,0.7976431,37,sports ball,1665.5,576.5,783,11.435867038269812,-9.523933017809078,-407.0,14.882350454303241
4477,31249,1656,553,1685,581,0.7049009,37,sports ball,1670.5,567.0,812,0.1754656015858991,-0.3333846430132083,29.0,0.3767406236881627
4478,31252,1666,532,1694,559,0.52218044,37,sports ball,1680.0,545.5,756,0.34551165954032126,-0.781947440012306,-56.0,0.8548801704450195
4479,31258,1327,826,1363,858,0.7324154,37,sports ball,1345.0,842.0,1152,-9.870032154062226,8.735715025908807,396.0,13.180677210830677
4480,31267,1652,506,1680,532,0.64122295,37,sports ball,1666.0,519.0,728,11.897051532410673,-11.971176464076784,-424.0,16.877467259600923
4481,31268,1645,511,1675,536,0.53980565,37,sports ball,1660.0,523.5,750,-0.21908902300206642,0.16431676725154984,22.0,0.27386127875258304
4482,31269,1328,802,1365,838,0.7216266,37,sports ball,1346.5,820.0,1332,-8.589847086704918,8.124049956006406,582.0,11.823098606569289
4483,31270,1637,518,1665,542,0.5743262,37,sports ball,1651.0,530.0,672,11.746342515864246,-11.186992872251663,-660.0,16.221139664764912
4484,31273,1615,560,1643,587,0.69426703,37,sports ball,1629.0,573.5,756,-0.8001322641986387,1.5820797042109447,84.0,1.772903784949378
4485,31274,1610,577,1639,605,0.6916087,37,sports ball,1624.5,591.0,812,-0.1579190414273092,0.6141296055506469,56.0,0.6341085049572457
4486,31280,1328,787,1364,823,0.84048784,37,sports ball,1346.0,805.0,1296,-7.736111111111111,5.944444444444445,484.0,9.756220317138354
4487,31281,1620,573,1649,598,0.5467709,37,sports ball,1634.5,585.5,725,10.714621012815893,-8.152025345972577,-571.0,13.463232178405569
4488,31291,1328,770,1363,804,0.8422529,37,sports ball,1345.5,787.0,1190,-8.37769146517788,5.841193184198418,465.0,10.212994276941526
4489,31303,1327,754,1362,790,0.8211525,37,sports ball,1344.5,772.0,1260,-0.02817180849095055,-0.4225771273642583,70.0,0.42351514655922207
4490,31312,1624,570,1653,596,0.50792056,37,sports ball,1638.5,583.0,754,10.706848498719676,-6.8829740348912205,-506.0,12.728390956421888
4491,31315,1640,557,1669,585,0.7042851,37,sports ball,1654.5,571.0,812,0.5614899250748772,-0.42111744380615784,58.0,0.7018624063435964
4492,31340,1621,558,1653,590,0.7238735,37,sports ball,1637.0,574.0,1024,-0.546875,0.09375,212.0,0.554852528267647
4493,31347,1328,705,1373,741,0.5499484,37,sports ball,1350.5,723.0,1620,-7.1181497283743305,3.7019347627496515,596.0,8.023239778494089
4494,31358,1327,697,1371,732,0.74366856,37,sports ball,1349.0,714.5,1540,-0.03822353935782192,-0.21660005636099086,-80.0,0.21994686489382698
4495,31369,1326,689,1367,724,0.7467104,37,sports ball,1346.5,706.5,1435,-0.06599545966855683,-0.21118547093938184,-105.0,0.22125709894318102
4496,31374,1603,582,1635,614,0.6179282,37,sports ball,1619.0,598.0,1024,8.515625,-3.390625,-411.0,9.165817313870596
4497,31380,1326,685,1365,720,0.68706167,37,sports ball,1345.5,702.5,1365,-7.402714579813485,2.828459501245006,341.0,7.924668213898061
4498,31387,1455,513,1483,542,0.6736023,37,sports ball,1469.0,527.5,812,4.334000359171708,-6.141296055506469,-553.0,7.5165867489625775
4499,31388,1444,513,1471,541,0.6726835,37,sports ball,1457.5,527.0,756,-0.41825095628565206,-0.018184824186332698,-56.0,0.41864609190168045
4500,31391,1325,682,1365,717,0.6094,37,sports ball,1345.0,699.5,1400,-3.006688971514774,4.610256422989321,644.0,5.504056945303423
4501,31392,1409,523,1437,548,0.65821105,37,sports ball,1423.0,535.5,700,2.9481228894719727,-6.198617357351327,-700.0,6.86398468196759
4502,31393,1398,527,1427,553,0.8074441,37,sports ball,1412.5,540.0,754,-0.3823874463828456,0.16388033416407669,54.0,0.41602514716892186
4503,31394,1389,534,1417,559,0.82889056,37,sports ball,1403.0,546.5,700,-0.35906624935876585,0.2456769074559977,-54.0,0.435069780938316
4504,31395,1378,541,1405,567,0.8685429,37,sports ball,1391.5,554.0,702,-0.43403952975542837,0.28306925853614895,2.0,0.5181877251716008
4505,31396,1369,549,1394,577,0.77860546,37,sports ball,1381.5,563.0,700,-0.37796447300922725,0.3401680257083045,-2.0,0.5084991923016482
4506,31397,1361,544,1387,570,0.8598452,37,sports ball,1374.0,557.0,676,-0.28846153846153844,-0.23076923076923078,-24.0,0.36941101369804896
4507,31398,1354,532,1382,558,0.83950555,37,sports ball,1368.0,545.0,728,-0.22237479499833035,-0.4447495899966607,52.0,0.4972451580988469
4508,31399,1348,523,1375,549,0.85034186,37,sports ball,1361.5,536.0,702,-0.2453266907313291,-0.3396831102433787,-26.0,0.4190105017416635
4509,31400,1342,514,1368,540,0.8351951,37,sports ball,1355.0,527.0,676,-0.25,-0.34615384615384615,-26.0,0.42699237136874074
4510,31401,1335,506,1360,530,0.8442759,37,sports ball,1347.5,518.0,600,-0.3061862178478973,-0.3674234614174767,-76.0,0.4782781617427248
4511,31402,1324,679,1363,716,0.5585914,37,sports ball,1343.5,697.5,1443,-0.10529962529853128,4.725320685271591,843.0,4.7264937945313745
4512,31403,1326,499,1352,523,0.8170195,37,sports ball,1339.0,511.0,624,-0.18014417303072303,-7.465975171162188,-819.0,7.46814817605323
4513,31404,1318,493,1343,519,0.8518557,37,sports ball,1330.5,506.0,650,-0.3333974297349129,-0.19611613513818404,26.0,0.3868014795930655
4514,31405,1309,489,1336,515,0.81263924,37,sports ball,1322.5,502.0,702,-0.3019405424385589,-0.15097027121927944,52.0,0.33757978902788893
4515,31406,1301,487,1327,512,0.7666252,37,sports ball,1314.0,499.5,650,-0.3333974297349129,-0.09805806756909202,-52.0,0.3475186768638929
4516,31407,1292,485,1318,508,0.81057477,37,sports ball,1305.0,496.5,598,-0.3680373690492888,-0.12267912301642961,-52.0,0.38794545008390374
4517,31408,1284,484,1310,508,0.7930621,37,sports ball,1297.0,496.0,624,-0.32025630761017426,-0.02001601922563589,26.0,0.32088119856068786
4518,31409,1274,484,1301,509,0.8052815,37,sports ball,1287.5,496.5,675,-0.365655170486763,0.019245008972987525,51.0,0.36616126785075737
4519,31410,1265,485,1292,510,0.8089077,37,sports ball,1278.5,497.5,675,-0.34641016151377546,0.03849001794597505,0.0,0.34854193647462495
4520,31411,1257,489,1283,513,0.8203926,37,sports ball,1270.0,501.0,624,-0.34027232683581016,0.14011213457945124,-51.0,0.36799003609699366
4521,31412,1248,491,1274,517,0.80803424,37,sports ball,1261.0,504.0,676,-0.34615384615384615,0.11538461538461539,52.0,0.3648781915578899
4522,31414,1322,678,1361,714,0.5441888,37,sports ball,1341.5,696.0,1404,2.1483860635515857,5.124100921762789,728.0,5.556255297812812
4523,31415,1239,496,1265,522,0.81246525,37,sports ball,1252.0,509.0,676,-3.4423076923076925,-7.1923076923076925,-728.0,7.973629800119211
4524,31416,1231,501,1256,528,0.8490601,37,sports ball,1243.5,514.5,675,-0.32716515254078793,0.21169509870286277,-1.0,0.38968173148333735
4525,31417,1221,498,1249,527,0.7776269,37,sports ball,1235.0,512.5,812,-0.2982915226960285,-0.07018624063435965,137.0,0.3064374991522733
4526,31418,1215,490,1239,513,0.761573,37,sports ball,1227.0,501.5,552,-0.34050261230349943,-0.46819109191731173,-260.0,0.5789170299241783
4527,31419,1206,480,1231,506,0.7779682,37,sports ball,1218.5,493.0,650,-0.3333974297349129,-0.3333974297349129,98.0,0.4714951667914448
4528,31420,1198,474,1222,498,0.8393184,37,sports ball,1210.0,486.0,576,-0.3541666666666667,-0.2916666666666667,-74.0,0.45880657386552587
4529,31421,1190,468,1214,493,0.8508969,37,sports ball,1202.0,480.5,600,-0.32659863237109044,-0.22453655975512465,24.0,0.3963373983531372
4530,31422,1181,464,1206,488,0.80272716,37,sports ball,1193.5,476.0,600,-0.3470110468942836,-0.18371173070873836,0.0,0.39264063297965823
4531,31423,1173,461,1197,484,0.8424922,37,sports ball,1185.0,472.5,552,-0.3617840255724682,-0.148969892882781,-48.0,0.3912540225287499
4532,31424,1164,457,1188,481,0.85578376,37,sports ball,1176.0,469.0,576,-0.375,-0.14583333333333334,24.0,0.40235849824641595
4533,31426,1156,455,1181,479,0.83092135,37,sports ball,1168.5,467.0,600,-0.3061862178478973,-0.08164965809277261,24.0,0.3168858890305258
4534,31427,1146,455,1171,479,0.8279252,37,sports ball,1158.5,467.0,600,-0.408248290463863,0.0,0.0,0.408248290463863
4535,31428,1137,454,1163,481,0.8490968,37,sports ball,1150.0,467.5,702,-0.32081182634096883,0.01887128390240993,102.0,0.32136638479522606
4536,31429,1129,458,1153,483,0.83800083,37,sports ball,1141.0,470.5,600,-0.3674234614174767,0.12247448713915891,-102.0,0.3872983346207417
4537,31430,1120,461,1145,484,0.8285976,37,sports ball,1132.5,472.5,575,-0.3544745038970271,0.0834057656228299,-25.0,0.3641547688170154
4538,31431,1112,465,1136,489,0.7744416,37,sports ball,1124.0,477.0,576,-0.3541666666666667,0.1875,1.0,0.40073716795148634
4539,31432,1103,469,1127,495,0.8246333,37,sports ball,1115.0,482.0,624,-0.36028834606144605,0.20016019225635892,48.0,0.41215506168406435
4540,31433,1093,463,1119,488,0.8115752,37,sports ball,1106.0,475.5,650,-0.3530090432487313,-0.25495097567963926,26.0,0.4354484867528932
4541,31434,1086,455,1110,479,0.8301098,37,sports ball,1098.0,467.0,576,-0.3333333333333333,-0.3541666666666667,-74.0,0.48635906374703136
4542,31435,1075,448,1101,473,0.7961115,37,sports ball,1088.0,460.5,650,-0.3922322702763681,-0.25495097567963926,74.0,0.46780995483866505
4543,31436,1318,676,1357,711,0.54360443,37,sports ball,1337.5,693.5,1365,6.753116225460565,6.3065173568429325,715.0,9.239953459121963
4544,31437,1069,444,1092,468,0.82166857,37,sports ball,1080.5,456.0,552,-10.93864642024992,-10.10867130276014,-813.0,14.894268059038442
4545,31438,1060,441,1084,464,0.75848645,37,sports ball,1072.0,452.5,552,-0.3617840255724682,-0.148969892882781,0.0,0.3912540225287499
4546,31439,1050,437,1075,460,0.7671552,37,sports ball,1062.5,448.5,575,-0.39617738670844205,-0.1668115312456598,23.0,0.4298634768105476
4547,31440,1043,434,1067,459,0.72422737,37,sports ball,1055.0,446.5,600,-0.3061862178478973,-0.08164965809277261,25.0,0.3168858890305258
4548,31442,1025,432,1049,457,0.6912561,37,sports ball,1037.0,444.5,600,-0.7348469228349535,-0.08164965809277261,0.0,0.7393691004272945
4549,31443,1016,435,1041,459,0.7253581,37,sports ball,1028.5,447.0,600,-0.3470110468942836,0.10206207261596575,0.0,0.36170890690351176
4550,31444,1008,438,1032,460,0.77913976,37,sports ball,1020.0,449.0,528,-0.36991501890585793,0.08703882797784893,-72.0,0.38001694539570047
4551,31445,1000,441,1025,464,0.73484254,37,sports ball,1012.5,452.5,575,-0.31277162108561213,0.14596008983995234,47.0,0.34515277020851026
4552,31446,992,442,1017,468,0.6904008,37,sports ball,1004.5,455.0,650,-0.31378581622109447,0.09805806756909202,75.0,0.32875054840550927
4553,31448,984,434,1006,459,0.5494024,37,sports ball,995.0,446.5,550,-0.4050813610756598,-0.3624412178045377,-100.0,0.543557306504609
4554,31449,974,429,998,452,0.6332369,37,sports ball,986.0,440.5,552,-0.3830654388414369,-0.2553769592276246,2.0,0.46038736053363855
4555,31450,967,424,990,448,0.8347049,37,sports ball,978.5,436.0,552,-0.3192211990345307,-0.19153271942071845,0.0,0.37227269107703714
4556,31451,957,421,982,445,0.67851895,37,sports ball,969.5,433.0,600,-0.3674234614174767,-0.12247448713915891,48.0,0.3872983346207417
4557,31452,949,418,973,442,0.66573036,37,sports ball,961.0,430.0,576,-0.3541666666666667,-0.125,-24.0,0.3755782578608322
4558,31453,941,417,966,441,0.59837854,37,sports ball,953.5,429.0,600,-0.3061862178478973,-0.040824829046386304,24.0,0.3088958832141773
4559,31454,932,417,956,440,0.6330644,37,sports ball,944.0,428.5,552,-0.4043468521104056,-0.021281413268968714,-48.0,0.4049065020005469
4560,31455,925,417,949,440,0.70684665,37,sports ball,937.0,428.5,552,-0.297939785765562,0.0,0.0,0.297939785765562
4561,31456,916,419,939,442,0.6130513,37,sports ball,927.5,430.5,529,-0.41304347826086957,0.08695652173913043,-23.0,0.4220975617162521
4562,31457,907,422,931,446,0.55793965,37,sports ball,919.0,434.0,576,-0.3541666666666667,0.14583333333333334,47.0,0.38301617314271325
4563,31460,890,413,915,438,0.62442076,37,sports ball,902.5,425.5,625,-0.66,-0.34,49.0,0.7424284477308234
4564,31462,873,404,898,431,0.5770807,37,sports ball,885.5,417.5,675,-0.6543303050815759,-0.3079201435678004,50.0,0.7231617820121324
4565,31463,864,401,891,429,0.64755476,37,sports ball,877.5,415.0,756,-0.29095718698132317,-0.0909241209316635,81.0,0.3048332009858513
4566,31464,854,396,884,430,0.73796064,37,sports ball,869.0,413.0,1020,-0.26614532371118854,-0.06262242910851495,264.0,0.27341342681145764
4567,31465,849,397,876,430,0.69735795,37,sports ball,862.5,413.5,891,-0.2177581933061626,0.0167506302543202,-129.0,0.21840149808524903
4568,31466,839,396,871,430,0.53180367,37,sports ball,855.0,413.0,1088,-0.22737714847156215,-0.01515847656477081,197.0,0.22788187084281963
4569,31480,1312,681,1354,717,0.68012685,37,sports ball,1333.0,699.0,1512,12.292833546979988,7.355126348193047,424.0,14.325209953492486
4570,31491,1312,686,1351,722,0.6653724,37,sports ball,1331.5,704.0,1404,-0.04003203845127179,0.13344012817090595,-108.0,0.13931558386925674
4571,31525,1304,733,1338,770,0.59590614,37,sports ball,1321.0,751.5,1258,-0.2960390340781655,1.3392242017821772,-146.0,1.3715540719698378
4572,31536,1300,755,1336,794,0.85627043,37,sports ball,1318.0,774.5,1404,-0.08006407690254358,0.6138245895861674,146.0,0.6190241378095713
4573,31547,1297,782,1333,818,0.86220384,37,sports ball,1315.0,800.0,1296,-0.08333333333333333,0.7083333333333334,-108.0,0.7132184486926537
4574,31550,1404,411,1434,447,0.6630223,37,sports ball,1419.0,429.0,1080,3.16461922114096,-11.289170490800924,-216.0,11.724341567234605
4575,31558,1293,808,1329,846,0.617262,37,sports ball,1311.0,827.0,1368,-2.9199855803537256,10.760687601673915,288.0,11.149830198271738
4576,31569,1292,811,1328,848,0.60061145,37,sports ball,1310.0,829.5,1332,-0.02739983121755955,0.06849957804389888,-36.0,0.07377630339711352
4577,31580,1292,795,1327,829,0.8298694,37,sports ball,1309.5,812.0,1190,-0.014494275891311212,-0.5072996561958923,-142.0,0.507506675039929
4578,31591,1291,777,1327,813,0.859494,37,sports ball,1309.0,795.0,1296,-0.013888888888888888,-0.4722222222222222,106.0,0.47242642643597077
4579,31602,1291,761,1325,796,0.849022,37,sports ball,1308.0,778.5,1190,-0.028988551782622423,-0.47831110441326996,-106.0,0.4791887402052513
4580,31613,1290,747,1325,779,0.7981121,37,sports ball,1307.5,763.0,1120,-0.01494035761667992,-0.4631510861170775,-70.0,0.4633919969714009
4581,31624,1289,732,1325,767,0.76656795,37,sports ball,1307.0,749.5,1260,-0.014085904245475275,-0.3803194146278324,140.0,0.3805801753129947
4582,31636,1289,719,1335,754,0.56643105,37,sports ball,1312.0,736.5,1610,0.12461119656980671,-0.32398911108149747,350.0,0.34712662590175636
