,frame_idx,x1,y1,x2,y2,confidence,class_id,class_name,cx,cy,area,raw_dx,raw_dy,d_area,cam_dx,cam_dy,corrected_dx,corrected_dy,dx,dy,magnitude,log_magnitude,magnitude_bucket
24,1375,634,198,667,231,0.53095526,37,sports ball,650.5,214.5,1089,-127.0,85.5,-31.0,-7.637451171875,-1.3549652099609375,-119.362548828125,86.85496520996094,-3.617046934185606,2.631968642726089,4.473285980171053,0.6506266637975296,1
25,1386,557,423,587,452,0.80949676,37,sports ball,572.0,437.5,870,-78.5,223.0,-219.0,-23.8492431640625,-1.0297393798828125,-54.6507568359375,224.0297393798828,-1.8528341827852368,7.595319499959019,7.818047890321162,0.8930983264234879,1
26,1387,563,448,593,476,0.5754519,37,sports ball,578.0,462.0,840,6.0,24.5,-30.0,-1.84716796875,0.0,7.84716796875,24.5,0.27075301768044374,0.845330310194384,0.8876319788721,-0.05176705975513705,1
27,1431,371,498,403,527,0.5591863,37,sports ball,387.0,512.5,928,-191.0,50.5,88.0,-34.11639404296875,-12.5328369140625,-156.88360595703125,63.0328369140625,-5.1499566680970235,2.069154242053547,5.550085851649971,0.7442997010703288,1
28,1442,400,427,430,455,0.5706607,37,sports ball,415.0,441.0,840,28.0,-71.5,-88.0,0.00830078125,-1.97235107421875,27.99169921875,-69.52764892578125,0.965805378916483,-2.3989317972864037,2.5860498444492106,0.4126368913721504,1
29,1443,1501,520,1524,543,0.75396615,37,sports ball,1512.5,531.5,529,1097.5,90.5,-311.0,7.71307373046875,18.95172882080078,1089.7869262695312,71.54827117919922,47.38204027258831,3.110794399095618,47.484047660099755,1.6765477322185456,2
30,1445,416,425,449,455,0.5105604,37,sports ball,432.5,440.0,990,-1080.0,-91.5,461.0,-6.0926513671875,-12.790336608886719,-1073.9073486328125,-78.70966339111328,-34.131016041243676,-2.5015573151846624,34.22256631243173,1.5343125736895353,2
31,1446,438,425,466,453,0.78301084,37,sports ball,452.0,439.0,784,19.5,-1.0,-206.0,0.0002593994140625,-0.18450927734375,19.499740600585938,-0.81549072265625,0.6964193071637835,-0.029124668666294644,0.697028046577328,-0.15674974668145772,1
32,1447,456,425,485,453,0.8318504,37,sports ball,470.5,439.0,812,18.5,0.0,28.0,0.0118408203125,-0.224029541015625,18.4881591796875,0.224029541015625,0.648807194535946,0.0078618956374639,0.6488548258929876,-0.18785246092882485,1
33,1448,475,426,505,455,0.74548244,37,sports ball,490.0,440.5,870,19.5,1.5,58.0,0.04071044921875,-0.17431640625,19.45928955078125,1.67431640625,0.659731702538728,0.056764642429583956,0.6621692713836903,-0.17903097697891446,1
34,1449,494,429,524,457,0.7455104,37,sports ball,509.0,443.0,840,19.0,2.5,-30.0,0.040374755859375,-0.2313079833984375,18.959625244140625,2.7313079833984375,0.654169219950966,0.09423907856500402,0.6609223647751953,-0.179849551906059,1
35,1450,514,432,543,460,0.7431545,37,sports ball,528.5,446.0,812,19.5,3.0,-28.0,0.00048828125,-0.454010009765625,19.49951171875,3.454010009765625,0.6842987108723516,0.12121198884944853,0.6949511291755709,-0.1580457350870573,1
36,1451,532,436,561,465,0.78427386,37,sports ball,546.5,450.5,841,18.0,4.5,29.0,-0.01788330078125,-0.5845794677734375,18.01788330078125,5.0845794677734375,0.6213063207165949,0.17533032647494612,0.6455712722420379,-0.19005580385034862,1
37,1452,553,442,582,470,0.6663969,37,sports ball,567.5,456.0,812,21.0,5.5,-29.0,-0.1309814453125,-1.01336669921875,21.1309814453125,6.51336669921875,0.7415520742804459,0.228574361245596,0.7759804878271517,-0.11014919901956619,1
38,1453,571,449,602,478,0.6943394,37,sports ball,586.5,463.5,899,19.0,7.5,87.0,-0.15020751953125,-1.1298065185546875,19.15020751953125,8.629806518554688,0.6386951799254227,0.287820161816439,0.7005511961363061,-0.15456012106766073,1
39,1454,589,457,620,487,0.7623238,37,sports ball,604.5,472.0,930,18.0,8.5,31.0,-0.4189453125,-1.047698974609375,18.4189453125,9.547698974609375,0.6039810101914618,0.3130813829918392,0.6803036182822941,-0.16729721918222923,1
40,1456,608,465,640,496,0.86676633,37,sports ball,624.0,480.5,992,19.5,8.5,62.0,-0.88092041015625,-1.38226318359375,20.38092041015625,9.88226318359375,0.6470948701176545,0.3137621698414283,0.7191512150835772,-0.14317978142307028,1
41,1457,626,477,658,506,0.79343146,37,sports ball,642.0,491.5,928,18.0,11.0,-64.0,-1.6048431396484375,-1.4711151123046875,19.604843139648438,12.471115112304688,0.6435605048604099,0.4093844097949267,0.76273568056,-0.11762593696271212,1
42,1458,643,487,676,519,0.83524835,37,sports ball,659.5,503.0,1056,17.5,11.5,128.0,-2.44403076171875,-1.3128662109375,19.94403076171875,12.8128662109375,0.6137351206494095,0.3942887014057526,0.7294754131393189,-0.13698934135499602,1
43,1459,660,501,690,530,0.57621634,37,sports ball,675.0,515.5,870,15.5,12.5,-186.0,-3.563232421875,-1.0039215087890625,19.063232421875,13.503921508789062,0.6463041083157195,0.45782581654349663,0.7920312359493764,-0.10125769046486367,1
44,1473,861,614,893,645,0.5562967,37,sports ball,877.0,629.5,992,202.0,114.0,122.0,-0.6876220703125,-0.19891357421875,202.6876220703125,114.19891357421875,6.435338436074075,3.62581913180239,7.386483951336831,0.8684377585694538,1
45,1476,875,628,909,658,0.5542536,37,sports ball,892.0,643.0,1020,15.0,13.5,28.0,-46.502197265625,-0.77606201171875,61.502197265625,14.27606201171875,1.9257084941422518,0.4470008406388104,1.9769074221984757,0.2959863319491046,1
46,1478,881,645,910,674,0.5905831,37,sports ball,895.5,659.5,841,3.5,16.5,-179.0,-24.154937744140625,-0.15196990966796875,27.654937744140625,16.65196990966797,0.9536185429014009,0.5742058589540678,1.1131489989316659,0.046553300078505916,1
47,1479,883,668,911,697,0.83421755,37,sports ball,897.0,682.5,812,1.5,23.0,-29.0,-24.64520263671875,-0.0816650390625,26.14520263671875,23.0816650390625,0.9175167418474183,0.8100076483366634,1.2239074155891834,0.08774856615960576,1
48,1480,881,689,911,721,0.8091577,37,sports ball,896.0,705.0,960,-1.0,22.5,148.0,-25.98406982421875,-0.0269775390625,24.98406982421875,22.5269775390625,0.806357386247354,0.7270550737431467,1.0857353796442837,0.03572398992691063,1
49,1481,880,712,909,741,0.7320389,37,sports ball,894.5,726.5,841,-1.5,21.5,-119.0,-27.6385498046875,-0.01458740234375,26.1385498046875,21.51458740234375,0.9013293036099138,0.74188232421875,1.1673833545730155,0.06721349652200267,1
50,1482,873,724,904,758,0.569098,37,sports ball,888.5,741.0,1054,-6.0,14.5,213.0,-28.3284912109375,0.0063800811767578125,22.3284912109375,14.493619918823242,0.6877634184030625,0.4464332805219605,0.8199519459401664,-0.08621159910963519,1
51,1484,838,683,869,712,0.803253,37,sports ball,853.5,697.5,899,-35.0,-43.5,-155.0,-56.04803466796875,0.0147705078125,21.04803466796875,-43.5147705078125,0.701991259135133,-1.4512988514905178,1.6121600678095913,0.20740815974900267,1
52,1485,820,664,852,695,0.60316783,37,sports ball,836.0,679.5,992,-17.5,-18.0,93.0,-30.94097900390625,-0.007049560546875,13.44097900390625,-17.992950439453125,0.4267515101257469,-0.5712767477296701,0.7130736104296628,-0.146865635711528,1
53,1486,802,648,830,677,0.6054454,37,sports ball,816.0,662.5,812,-20.0,-17.0,-180.0,-31.691741943359375,-0.054046630859375,11.691741943359375,-16.945953369140625,0.4102997067357284,-0.5946863804725707,0.7224941110258214,-0.14116568844603455,1
54,1487,780,632,812,661,0.5057648,37,sports ball,796.0,646.5,928,-20.0,-16.0,116.0,-31.94561767578125,-0.009307861328125,11.94561767578125,-15.990692138671875,0.3921341113282214,-0.5249201859217529,0.655217798030015,-0.18361431411509538,1
55,1504,547,615,581,646,0.7360416,37,sports ball,564.0,630.5,1054,-232.0,-16.0,126.0,-0.002532958984375,8.52801513671875,-231.99746704101562,-24.52801513671875,-7.145998781808481,-0.7555132757384128,7.185826250294762,0.8564767119709846,1
56,1505,544,627,575,658,0.5806537,37,sports ball,559.5,642.5,961,-4.5,12.0,-93.0,-38.0213623046875,0.015384674072265625,33.5213623046875,11.984615325927734,1.0813342678931452,0.3866004943847656,1.148365682689338,0.06008020573204243,1
57,1509,519,730,551,761,0.73252594,37,sports ball,535.0,745.5,992,-24.5,103.0,31.0,-2.055908203125,-0.14727783203125,-22.444091796875,103.14727783203125,-0.7126006271517646,3.274929346097976,3.35156111025158,0.5252471424536275,1
58,1539,462,766,498,804,0.5989471,37,sports ball,480.0,785.0,1368,-55.0,39.5,376.0,-1.601318359375,-0.00421142578125,-53.398681640625,39.50421142578125,-1.4437350037085577,1.0680715530233902,1.7958695952967034,0.25427479775488837,1
59,1545,495,736,529,765,0.7091514,37,sports ball,512.0,750.5,986,32.0,-34.5,-382.0,-36.20245361328125,-1.4091949462890625,68.20245361328125,-33.09080505371094,2.172008604533165,-1.053825918274494,2.4141604015046694,0.38276612208862676,1
60,1546,497,715,536,753,0.5130016,37,sports ball,516.5,734.0,1482,4.5,-16.5,496.0,-5.946014404296875,-0.1212158203125,10.446014404296875,-16.3787841796875,0.27134793353849695,-0.4254588466968881,0.504623554016515,-0.29703248203750865,1
61,1554,1494,536,1519,559,0.78856593,37,sports ball,1506.5,547.5,575,990.0,-186.5,-907.0,-10.284912109375,35.38421630859375,1000.284912109375,-221.88421630859375,41.714764467723775,-9.25321147041993,42.728719815997074,1.6307198812286885,2
62,1563,693,809,730,846,0.6498624,37,sports ball,711.5,827.5,1369,-795.0,280.0,794.0,-8.705322265625,-31.438262939453125,-786.294677734375,311.4382629394531,-21.25120750633446,8.41725034971495,22.85746976213821,1.359028153917558,2
63,1567,713,756,746,785,0.5847593,37,sports ball,729.5,770.5,957,18.0,-57.0,-412.0,-5.47235107421875,-1.95037841796875,23.47235107421875,-55.04962158203125,0.7587533531668107,-1.7795015434908015,1.93451089276541,0.2865711794718885,1
64,1568,717,742,751,776,0.78715456,37,sports ball,734.0,759.0,1156,4.5,-11.5,199.0,-1.25537109375,-0.10986328125,5.75537109375,-11.39013671875,0.16927562040441177,-0.3350040211397059,0.375342416791749,-0.42557235395176307,1
65,1569,725,732,757,761,0.77173626,37,sports ball,741.0,746.5,928,7.0,-12.5,-228.0,-1.333740234375,-0.0540618896484375,8.333740234375,-12.445938110351562,0.2735684256388323,-0.4085579342157849,0.49169021661731177,-0.3083084329776571,1
66,1570,729,719,762,750,0.7917382,37,sports ball,745.5,734.5,1023,4.5,-12.0,95.0,-1.3231201171875,-0.05255889892578125,5.8231201171875,-11.947441101074219,0.18206142255510804,-0.37353997152398083,0.41554599253142366,-0.38138090160985877,1
67,1571,732,710,765,742,0.7724335,37,sports ball,748.5,726.0,1056,3.0,-8.5,33.0,-1.207366943359375,-0.031627655029296875,4.207366943359375,-8.468372344970703,0.12947276753881581,-0.260596144527648,0.29098719572660764,-0.5361261207997403,1
68,1572,736,704,768,738,0.7087042,37,sports ball,752.0,721.0,1088,3.5,-5.0,32.0,-1.1199264526367188,-0.1929931640625,4.619926452636719,-4.8070068359375,0.1400620937265169,-0.14573380093850336,0.20212800606308598,-0.6943735081769336,1
69,1573,738,702,771,734,0.6817304,37,sports ball,754.5,718.0,1056,2.5,-3.0,-32.0,-1.2464599609375,-0.222625732421875,3.7464599609375,-2.777374267578125,0.11528933562154238,-0.0854677849009559,0.1435143657057812,-0.8431046241252398,1
70,1574,738,702,772,734,0.57902384,37,sports ball,755.0,718.0,1088,0.5,0.0,32.0,-1.39630126953125,-0.31542205810546875,1.89630126953125,0.31542205810546875,0.05749007670786918,0.00956263575160705,0.058279953006111766,-1.23448080709413,1
71,1575,738,707,771,738,0.7443544,37,sports ball,754.5,722.5,1023,-0.5,4.5,-65.0,-1.28125,-0.3433837890625,0.78125,4.8433837890625,0.024425992167215718,0.15142970175290907,0.15338703878205576,-0.8142113367576382,1
72,1576,736,713,767,745,0.78696805,37,sports ball,751.5,729.0,992,-3.0,6.5,-31.0,-1.409271240234375,-0.2794837951660156,-1.590728759765625,6.779483795166016,-0.050505688628272476,0.21524882574545437,0.22109473437559066,-0.6554216005187817,1
73,1578,729,728,761,758,0.66589415,37,sports ball,745.0,743.0,960,-6.5,14.0,-32.0,-1.69415283203125,-0.27325439453125,-4.80584716796875,14.27325439453125,-0.15510805038300873,0.46066730471834466,0.48607908094268176,-0.31329306896176784,1
74,1579,721,742,753,774,0.7566039,37,sports ball,737.0,758.0,1024,-8.0,15.0,64.0,-1.550079345703125,-0.08676910400390625,-6.449920654296875,15.086769104003906,-0.20156002044677734,0.47146153450012207,0.5127401099540733,-0.29010270781731556,1
75,1580,713,760,745,792,0.6836183,37,sports ball,729.0,776.0,1024,-8.0,18.0,0.0,-1.3115234375,-0.061676025390625,-6.6884765625,18.061676025390625,-0.209014892578125,0.564427375793457,0.6018849457035236,-0.22048651907702416,1
76,1585,1023,592,1037,604,0.6682053,37,sports ball,1030.0,598.0,168,301.0,-178.0,-856.0,-5.7841796875,-0.58294677734375,306.7841796875,-177.41705322265625,23.6689133205768,-13.688022826329307,27.341898739317465,1.4368286705600837,2
77,1607,907,659,945,689,0.60554314,37,sports ball,926.0,674.0,1140,-104.0,76.0,972.0,-6.479217529296875,-4.84381103515625,-97.52078247070312,80.84381103515625,-2.8883163027354777,2.3943870370221463,3.751727648391769,0.5742313038291734,1
78,1611,979,722,1009,756,0.5425983,37,sports ball,994.0,739.0,1020,68.0,65.0,-120.0,-5.1033935546875,-0.211700439453125,73.1033935546875,65.21170043945312,2.2889560402351434,2.041857543907683,3.0673281506453893,0.48676024040732935,1
79,1612,986,705,1016,733,0.8190235,37,sports ball,1001.0,719.0,840,7.0,-20.0,-180.0,-2.42449951171875,0.05877685546875,9.42449951171875,-20.05877685546875,0.32517612635379717,-0.6920935535246256,0.7646783637457023,-0.1165211978178497,1
80,1613,994,686,1023,715,0.87473685,37,sports ball,1008.5,700.5,841,7.5,-18.5,1.0,-2.98101806640625,0.1002349853515625,10.48101806640625,-18.600234985351562,0.36141441608297414,-0.6413874132879849,0.7362052662653599,-0.13300108025826565,1
81,1614,998,670,1029,698,0.6160208,37,sports ball,1013.5,684.0,868,5.0,-16.5,27.0,-3.399749755859375,0.14870452880859375,8.399749755859375,-16.648704528808594,0.28510608414730587,-0.5650938530666391,0.6329427635983453,-0.19863556103680993,1
82,1662,983,637,1016,676,0.52497476,37,sports ball,999.5,656.5,1287,-14.0,-27.5,419.0,-11.167266845703125,15.576095581054688,-2.832733154296875,-43.07609558105469,-0.0789616822254315,-1.2007346917319577,1.203328195958405,0.08038409305440641,1
83,1663,981,635,1019,672,0.6447661,37,sports ball,1000.0,653.5,1406,0.5,-3.0,119.0,-0.0016326904296875,0.3057861328125,0.5016326904296875,-3.3057861328125,0.013378060958622063,-0.08816213385744646,0.08917137635649075,-1.0497745299891115,1
84,1665,1490,553,1513,575,0.7289979,37,sports ball,1501.5,564.0,506,501.5,-89.5,-900.0,-6.381072998046875,31.016029357910156,507.8810729980469,-120.51602935791016,22.57806765318663,-5.357590996793821,23.205019289817418,1.365581933774561,2
85,1764,1128,408,1155,435,0.5186419,37,sports ball,1141.5,421.5,729,-360.0,-142.5,223.0,2.10821533203125,-25.87164306640625,-362.10821533203125,-116.62835693359375,-13.411415382667824,-4.319568775318287,14.089880658513891,1.148907314644603,2
86,1766,1122,404,1150,432,0.53453386,37,sports ball,1136.0,418.0,784,-5.5,-3.5,55.0,15.50701904296875,-7.62939453125e-05,-21.00701904296875,-3.4999237060546875,-0.7502506801060268,-0.12499727521623884,0.7605921389358687,-0.11884816753134764,1
87,1768,1114,401,1140,429,0.57857454,37,sports ball,1127.0,415.0,728,-9.0,-3.0,-56.0,30.737548828125,-0.0283203125,-39.737548828125,-2.9716796875,-1.4727715457317399,-0.11013777688475249,1.4768840021525635,0.16934638616951636,1
88,1769,1108,406,1136,430,0.7170611,37,sports ball,1122.0,418.0,672,-5.0,3.0,-56.0,15.7738037109375,-0.0015869140625,-20.7738037109375,3.0015869140625,-0.8013668760131482,0.11578872901055536,0.8096887672043822,-0.0916818856404463,1
89,1770,1104,409,1131,432,0.72332036,37,sports ball,1117.5,420.5,621,-4.5,2.5,-51.0,15.97821044921875,-0.00555419921875,-20.47821044921875,2.50555419921875,-0.8217622781997042,0.10054442657519352,0.8278903451468089,-0.08202718211770176,1
90,1772,1099,412,1126,439,0.7567155,37,sports ball,1112.5,425.5,729,-5.0,5.0,108.0,32.50775146484375,0.0018310546875,-37.50775146484375,4.9981689453125,-1.3891759801793981,0.1851173683449074,1.4014557945116697,0.1465794035572906,1
91,1773,1098,420,1126,445,0.5587925,37,sports ball,1112.0,432.5,700,-0.5,7.0,-29.0,18.3519287109375,-0.0095367431640625,-18.8519287109375,7.0095367431640625,-0.7125359300437013,0.264935586116882,0.7601962354513064,-0.1190742853863912,1
92,1774,1098,424,1125,451,0.7354444,37,sports ball,1111.5,437.5,729,-0.5,5.0,29.0,19.82177734375,0.000946044921875,-20.32177734375,4.999053955078125,-0.7526584201388888,0.185150146484375,0.7750969450005294,-0.11064397485410422,1
93,1775,1100,432,1127,459,0.6337706,37,sports ball,1113.5,445.5,729,2.0,8.0,0.0,20.7418212890625,0.03759765625,-18.7418212890625,7.96240234375,-0.6941415292245371,0.29490379050925924,0.7541887749435866,-0.122519935754766,1
94,1776,1494,538,1519,562,0.8053496,37,sports ball,1506.5,550.0,600,393.0,104.5,-129.0,2.4439697265625,20.7606201171875,390.5560302734375,83.7393798828125,15.94438316894836,3.4186458681662204,16.306762223389832,1.2123677385936442,2
95,1778,1102,443,1128,467,0.7905029,37,sports ball,1115.0,455.0,624,-391.5,-95.0,24.0,-0.411376953125,-30.74700927734375,-391.088623046875,-64.25299072265625,-15.656074795667436,-2.572178195218584,15.86596289783545,1.2004664343643672,2
96,1779,1104,451,1131,477,0.7660468,37,sports ball,1117.5,464.0,702,2.5,9.0,78.0,22.419219970703125,0.127655029296875,-19.919219970703125,8.872344970703125,-0.7518025103633845,0.3348650816445152,0.8230076776637474,-0.08459611332789231,1
97,1780,1108,464,1135,488,0.6166996,37,sports ball,1121.5,476.0,648,4.0,12.0,-54.0,23.9908447265625,0.111785888671875,-19.9908447265625,11.888214111328125,-0.7853145482110931,0.4670131563509846,0.9136849718786572,-0.03920351822475939,1
98,1782,1121,488,1147,512,0.72098714,37,sports ball,1134.0,500.0,624,12.5,24.0,-24.0,46.2886962890625,0.1320953369140625,-33.7886962890625,23.867904663085938,-1.352630389062094,0.9554808772239454,1.6560654202521445,0.21907748890618314,1
99,1783,1127,500,1154,528,0.8030793,37,sports ball,1140.5,514.0,756,6.5,14.0,132.0,24.59759521484375,0.057098388671875,-18.09759521484375,13.942901611328125,-0.658203174354699,0.5070984288986736,0.8308912295373597,-0.08045582519727432,1
100,1784,1140,490,1166,516,0.6002522,37,sports ball,1153.0,503.0,676,12.5,-11.0,-80.0,24.4422607421875,0.039276123046875,-11.9422607421875,-11.039276123046875,-0.45931772085336536,-0.4245875431941106,0.6254976822703189,-0.20377429520969145,1
101,1786,1167,469,1192,494,0.56424665,37,sports ball,1179.5,481.5,625,26.5,-21.5,-51.0,44.19270324707031,0.76617431640625,-17.692703247070312,-22.26617431640625,-0.7077081298828125,-0.89064697265625,1.1375864041926533,0.05598439296780105,1
102,1789,1190,452,1215,475,0.5743756,37,sports ball,1202.5,463.5,575,23.0,-18.0,-50.0,35.35284423828125,1.340087890625,-12.35284423828125,-19.340087890625,-0.5151492156567054,-0.8065374188651998,0.9570168872185367,-0.0190803987319152,1
103,1858,711,491,741,517,0.5290947,37,sports ball,726.0,504.0,780,-476.5,40.5,205.0,-0.0215911865234375,0.308837890625,-476.47840881347656,40.191162109375,-17.06066378549861,1.4390744495726753,17.121249489252722,1.2335354558134661,2
104,1887,1498,524,1521,545,0.8286802,37,sports ball,1509.5,534.5,483,783.5,30.5,-297.0,-7.03369140625,17.112640380859375,790.53369140625,13.387359619140625,35.970528460095416,0.6091459547147428,35.97568590718848,1.5560090828829254,2
105,1998,1503,508,1527,530,0.6559111,37,sports ball,1515.0,519.0,528,5.5,-15.5,45.0,7.492919921875,0.09234619140625,-1.992919921875,-15.59234619140625,-0.08673070712685312,-0.6785697689624381,0.6840900137470658,-0.16488674930092814,1
106,2022,1294,436,1329,470,0.50427854,37,sports ball,1311.5,453.0,1190,-203.5,-66.0,662.0,-1.070770263671875,-26.859359741210938,-202.42922973632812,-39.14064025878906,-5.868130208527918,-1.1346304769469027,5.976816750031296,0.7764699405132467,1
107,2038,1328,109,1363,145,0.6590267,37,sports ball,1345.5,127.0,1260,34.0,-326.0,70.0,4.292423248291016,-0.07906341552734375,29.707576751708984,-325.92093658447266,0.8369161629793603,-9.181782208649002,9.21984561643629,0.9647236489830044,1
108,2039,1329,101,1362,137,0.5282285,37,sports ball,1345.5,119.0,1188,0.0,-8.0,-72.0,0.103271484375,0.0010986328125,-0.103271484375,-8.0010986328125,-0.0029962096545109126,-0.23213541584505645,0.2321547513230153,-0.634222423553907,1
109,2040,1330,94,1363,126,0.5046785,37,sports ball,1346.5,110.0,1056,1.0,-9.0,-132.0,0.1002197265625,0.000732421875,0.8997802734375,-9.000732421875,0.02768882385280339,-0.27697839342865355,0.278358943439347,-0.5553948206154917,1
