,frame_idx,x1,y1,x2,y2,confidence,class_id,class_name
6540,43223,719,651,755,686,0.5436857,37,sports ball
6541,43240,1083,678,1118,714,0.6107843,37,sports ball
6542,43241,1090,716,1125,749,0.5265104,37,sports ball
6543,43242,1098,745,1131,779,0.7966441,37,sports ball
6544,43243,1110,721,1147,757,0.64013964,37,sports ball
6545,43244,1131,704,1163,736,0.7289717,37,sports ball
6546,43262,1109,780,1145,816,0.7873664,37,sports ball
6547,43263,1103,817,1139,858,0.5337823,37,sports ball
6548,43264,1105,815,1140,854,0.6657289,37,sports ball
6549,43266,1118,771,1154,806,0.76761013,37,sports ball
6550,43267,1124,750,1158,786,0.6426626,37,sports ball
6551,43279,295,506,323,531,0.70523953,37,sports ball
6552,43286,931,717,967,755,0.6997305,37,sports ball
6553,43287,925,733,961,772,0.63104737,37,sports ball
6554,43288,923,761,956,794,0.68732274,37,sports ball
6555,43289,921,785,955,818,0.52940464,37,sports ball
6556,43291,302,524,330,550,0.6485865,37,sports ball
6557,43302,303,520,332,547,0.8004495,37,sports ball
6558,43303,970,701,1008,735,0.67812395,37,sports ball
6559,43307,962,680,1003,715,0.53778946,37,sports ball
6560,43308,961,680,1000,714,0.56802124,37,sports ball
6561,43309,959,678,996,714,0.6216237,37,sports ball
6562,43310,956,678,993,713,0.6730112,37,sports ball
6563,43311,954,680,989,715,0.639795,37,sports ball
6564,43312,949,685,985,719,0.5613201,37,sports ball
6565,43313,304,501,331,527,0.8155575,37,sports ball
6566,43314,947,690,983,726,0.6056567,37,sports ball
6567,43315,945,701,979,736,0.66461927,37,sports ball
6568,43317,937,733,973,769,0.60621095,37,sports ball
6569,43319,932,784,967,822,0.7232037,37,sports ball
6570,43321,929,820,964,858,0.5125745,37,sports ball
6571,43322,931,800,965,832,0.8160573,37,sports ball
6572,43323,930,777,966,815,0.6280046,37,sports ball
6573,43324,303,485,330,508,0.68939084,37,sports ball
6574,43325,930,763,967,799,0.5484692,37,sports ball
6575,43327,934,742,972,777,0.5479474,37,sports ball
6576,43335,303,468,329,493,0.6568689,37,sports ball
6577,43335,1271,539,1300,569,0.5253603,37,sports ball
6578,43341,1072,673,1103,706,0.6082846,37,sports ball
6579,43342,1091,670,1124,702,0.616791,37,sports ball
6580,43343,1111,668,1145,701,0.8064342,37,sports ball
6581,43344,1132,670,1164,701,0.76864505,37,sports ball
6582,43345,1153,672,1183,703,0.6440467,37,sports ball
6583,43362,1157,780,1193,815,0.5883556,37,sports ball
6584,43365,1164,795,1198,829,0.61375,37,sports ball
6585,43366,1167,798,1200,832,0.62287676,37,sports ball
6586,43367,1171,801,1205,835,0.54039663,37,sports ball
6587,43369,1175,803,1210,837,0.65742284,37,sports ball
6588,43370,1182,805,1215,839,0.68335944,37,sports ball
6589,43371,1189,807,1221,840,0.51621014,37,sports ball
6590,43386,1097,777,1130,812,0.5543669,37,sports ball
6591,43388,1076,820,1109,855,0.6156481,37,sports ball
6592,43405,927,741,958,774,0.68935513,37,sports ball
6593,43410,837,799,869,832,0.649281,37,sports ball
6594,43411,829,778,861,812,0.6279295,37,sports ball
6595,43412,820,767,851,801,0.65792143,37,sports ball
6596,43414,810,761,839,796,0.74357575,37,sports ball
6597,43415,801,758,832,794,0.60342014,37,sports ball
6598,43428,940,763,975,798,0.59431344,37,sports ball
6599,43429,952,756,987,789,0.5502304,37,sports ball
6600,43430,961,747,995,782,0.740837,37,sports ball
6601,43431,967,742,1000,777,0.559908,37,sports ball
6602,43432,970,739,1003,773,0.6528668,37,sports ball
6603,43433,973,739,1005,771,0.6786838,37,sports ball
6604,43434,973,739,1006,771,0.63581604,37,sports ball
6605,43436,972,743,1004,774,0.6413193,37,sports ball
6606,43437,969,746,1002,780,0.6100947,37,sports ball
6607,43438,970,761,1004,794,0.62408775,37,sports ball
6608,43440,980,817,1013,854,0.55322576,37,sports ball
6609,43442,987,773,1019,804,0.6947805,37,sports ball
6610,43443,991,757,1023,789,0.75709397,37,sports ball
6611,43445,997,729,1030,761,0.67441386,37,sports ball
6612,43448,1006,705,1039,737,0.5813401,37,sports ball
6613,43449,1012,693,1045,725,0.6544029,37,sports ball
6614,43519,872,168,908,202,0.73426706,37,sports ball
6615,43520,855,158,892,193,0.6191138,37,sports ball
6616,43521,837,149,874,185,0.84780324,37,sports ball
6617,43522,821,143,858,180,0.8330303,37,sports ball
6618,43523,802,137,841,175,0.8230657,37,sports ball
6619,43525,784,132,821,171,0.74459046,37,sports ball
6620,43526,768,131,805,168,0.7330465,37,sports ball
6621,43527,750,130,787,169,0.760561,37,sports ball
6622,43528,732,130,769,169,0.7872255,37,sports ball
6623,43529,713,132,751,171,0.8395331,37,sports ball
6624,43530,696,135,733,173,0.78657895,37,sports ball
6625,43531,676,139,713,175,0.82187945,37,sports ball
6626,43532,657,144,695,182,0.59377515,37,sports ball
6627,43534,619,158,655,196,0.60999876,37,sports ball
6628,43544,525,191,562,226,0.5793731,37,sports ball
6629,43552,608,191,651,227,0.56361145,37,sports ball
6630,43568,428,462,454,486,0.62128896,37,sports ball
6631,43579,438,482,464,508,0.800439,37,sports ball
6632,43589,962,417,1004,455,0.56475383,37,sports ball
6633,43590,446,489,472,514,0.6469352,37,sports ball
6634,43591,995,419,1032,457,0.6872562,37,sports ball
6635,43593,1052,425,1091,462,0.77322894,37,sports ball
6636,43594,1082,432,1117,468,0.66411144,37,sports ball
6637,43597,1116,437,1159,479,0.5359453,37,sports ball
6638,43598,1116,438,1159,477,0.60670036,37,sports ball
6639,43601,446,469,473,495,0.6256559,37,sports ball
6640,43609,1123,442,1155,479,0.5395724,37,sports ball
6641,43611,1106,464,1141,502,0.8555018,37,sports ball
6642,43612,449,451,474,475,0.5431357,37,sports ball
6643,43613,1097,488,1132,524,0.66427845,37,sports ball
6644,43614,1087,512,1121,546,0.5723903,37,sports ball
6645,43617,1041,521,1075,557,0.7412461,37,sports ball
6646,43624,449,434,473,456,0.55374724,37,sports ball
6647,43630,893,384,931,420,0.5221114,37,sports ball
6648,43632,875,385,909,415,0.5281942,37,sports ball
6649,43633,867,388,898,418,0.542903,37,sports ball
6650,43634,858,393,889,424,0.6349358,37,sports ball
6651,43638,826,441,859,470,0.79031956,37,sports ball
6652,43643,736,418,766,451,0.5841521,37,sports ball
6653,43664,705,421,734,447,0.8449968,37,sports ball
6654,43665,707,440,736,468,0.84472054,37,sports ball
6655,43666,703,441,731,467,0.8318427,37,sports ball
6656,43667,694,422,721,452,0.59979784,37,sports ball
6657,43669,685,404,713,434,0.5325333,37,sports ball
6658,43687,639,428,665,453,0.5521288,37,sports ball
6659,43688,639,444,666,469,0.7896992,37,sports ball
6660,43689,633,425,660,452,0.8411847,37,sports ball
6661,43716,687,388,715,416,0.55433464,37,sports ball
6662,43717,695,408,722,434,0.71727574,37,sports ball
6663,43718,704,427,730,452,0.65500194,37,sports ball
6664,43719,708,430,733,454,0.54629344,37,sports ball
6665,43720,709,413,735,439,0.6932948,37,sports ball
6666,43739,993,560,1013,578,0.50106096,37,sports ball
6667,43818,607,550,637,580,0.65633714,37,sports ball
6668,43820,586,530,618,559,0.523363,37,sports ball
6669,43821,578,509,606,541,0.53496945,37,sports ball
6670,43822,568,500,598,527,0.55847585,37,sports ball
6671,43893,277,507,308,537,0.52106076,37,sports ball
6672,43894,269,486,302,514,0.5793288,37,sports ball
6673,43895,264,466,294,494,0.6415231,37,sports ball
6674,43916,249,496,280,526,0.8126114,37,sports ball
6675,43924,239,414,269,444,0.60565287,37,sports ball
6676,43925,233,414,265,444,0.75682646,37,sports ball
6677,43925,297,400,331,432,0.5000993,37,sports ball
6678,43926,227,415,260,445,0.70751464,37,sports ball
6679,43927,223,419,253,448,0.67930835,37,sports ball
6680,43928,219,424,250,452,0.72861093,37,sports ball
6681,43930,219,431,252,460,0.6996618,37,sports ball
6682,43931,223,434,257,463,0.6273355,37,sports ball
6683,43942,315,560,347,590,0.8809738,37,sports ball
6684,43943,312,542,343,574,0.7947904,37,sports ball
6685,43944,309,528,341,558,0.69856197,37,sports ball
6686,43986,782,451,819,480,0.5000987,37,sports ball
6687,43990,536,112,566,144,0.7727299,37,sports ball
6688,44001,555,100,586,131,0.7596248,37,sports ball
6689,44012,576,90,607,121,0.743355,37,sports ball
6690,44023,594,81,627,112,0.6973376,37,sports ball
6691,44034,617,74,646,104,0.75169057,37,sports ball
6692,44039,965,506,996,539,0.58541733,37,sports ball
6693,44045,636,65,667,96,0.6246214,37,sports ball
6694,44055,948,381,987,415,0.63376737,37,sports ball
6695,44057,948,394,985,435,0.76143456,37,sports ball
6696,44058,948,423,985,456,0.79355544,37,sports ball
6697,44059,948,446,984,479,0.773851,37,sports ball
6698,44077,964,454,1000,489,0.5320589,37,sports ball
6699,44083,981,407,1019,440,0.64987653,37,sports ball
6700,44084,985,400,1021,435,0.6253752,37,sports ball
6701,44088,1006,394,1041,428,0.5071311,37,sports ball
6702,44089,1013,397,1048,427,0.5907935,37,sports ball
6703,44091,1018,399,1052,432,0.6508071,37,sports ball
6704,44098,1066,459,1102,494,0.5833853,37,sports ball
6705,44099,1074,473,1107,508,0.6982365,37,sports ball
6706,44116,1153,470,1186,501,0.64815956,37,sports ball
6707,44117,1159,463,1191,496,0.8332022,37,sports ball
6708,44118,1165,459,1196,492,0.8182429,37,sports ball
6709,44119,1170,456,1202,488,0.78580755,37,sports ball
6710,44120,1174,455,1208,487,0.82125175,37,sports ball
6711,44121,1181,453,1213,486,0.8547943,37,sports ball
6712,44122,1187,454,1218,488,0.8414687,37,sports ball
6713,44124,1192,457,1223,489,0.79019475,37,sports ball
6714,44125,1197,461,1229,493,0.80768716,37,sports ball
6715,44126,1203,466,1236,499,0.8381131,37,sports ball
6716,44127,1210,473,1242,505,0.8585025,37,sports ball
6717,44128,1214,479,1248,512,0.83537203,37,sports ball
6718,44129,1221,493,1254,522,0.7403096,37,sports ball
6719,44130,1229,502,1259,530,0.79273236,37,sports ball
6720,44141,1294,497,1324,529,0.5340865,37,sports ball
6721,44142,1300,492,1332,522,0.82018304,37,sports ball
6722,44143,1309,486,1340,516,0.8274816,37,sports ball
6723,44144,1316,481,1346,511,0.87119585,37,sports ball
6724,44146,1324,477,1354,506,0.85705024,37,sports ball
6725,44147,1331,474,1362,504,0.8748756,37,sports ball
6726,44148,1340,474,1370,503,0.849412,37,sports ball
6727,44149,1347,474,1378,505,0.8302183,37,sports ball
6728,44150,1355,476,1385,507,0.8400206,37,sports ball
6729,44151,1361,480,1391,511,0.8403575,37,sports ball
6730,44152,1369,485,1400,515,0.83476675,37,sports ball
6731,44153,1376,490,1405,519,0.837847,37,sports ball
6732,44154,1383,497,1413,526,0.7574499,37,sports ball
6733,44155,1388,504,1419,536,0.73042893,37,sports ball
6734,44163,1429,505,1461,535,0.7107736,37,sports ball
6735,44164,1436,498,1468,528,0.83685786,37,sports ball
6736,44165,1443,495,1473,524,0.847536,37,sports ball
6737,44166,1448,491,1477,519,0.8659368,37,sports ball
6738,44168,1454,488,1483,516,0.85937953,37,sports ball
6739,44169,1459,486,1489,515,0.8692217,37,sports ball
6740,44170,1465,487,1494,514,0.8615894,37,sports ball
6741,44171,1471,487,1501,516,0.8327666,37,sports ball
6742,44172,1477,489,1507,518,0.8310527,37,sports ball
6743,44173,1481,490,1512,523,0.8162608,37,sports ball
6744,44174,1486,497,1516,527,0.82337743,37,sports ball
6745,44175,1491,503,1520,533,0.71763366,37,sports ball
6746,44176,1496,511,1525,538,0.6009423,37,sports ball
6747,44183,1523,509,1553,537,0.7048404,37,sports ball
6748,44184,1528,502,1560,532,0.80205244,37,sports ball
6749,44185,1534,498,1564,527,0.82787734,37,sports ball
6750,44186,1538,496,1567,523,0.78883123,37,sports ball
6751,44187,1544,493,1573,522,0.69165856,37,sports ball
6752,44188,1548,493,1578,522,0.70785654,37,sports ball
6753,44189,1553,492,1582,523,0.74090004,37,sports ball
6754,44190,922,66,955,96,0.61530924,37,sports ball
6755,44191,1556,495,1587,524,0.7713699,37,sports ball
6756,44192,1561,497,1592,526,0.7803002,37,sports ball
6757,44193,1565,501,1594,531,0.80251396,37,sports ball
6758,44194,1569,506,1598,536,0.78680027,37,sports ball
6759,44198,1587,511,1616,538,0.5561885,37,sports ball
6760,44199,1591,505,1622,534,0.76253885,37,sports ball
6761,44200,1596,501,1627,530,0.7137026,37,sports ball
6762,44201,945,71,979,103,0.7768099,37,sports ball
6763,44202,1599,499,1630,527,0.65079767,37,sports ball
6764,44224,1696,503,1726,531,0.5424251,37,sports ball
6765,44225,1700,501,1729,528,0.67648876,37,sports ball
6766,44226,1704,500,1733,527,0.73920107,37,sports ball
6767,44227,1708,499,1736,527,0.75640523,37,sports ball
6768,44228,1711,501,1741,529,0.7099824,37,sports ball
6769,44229,1714,504,1745,532,0.62994504,37,sports ball
6770,44230,1718,508,1749,536,0.5461734,37,sports ball
6771,44231,1721,509,1752,538,0.5669474,37,sports ball
6772,44232,1725,505,1757,533,0.5748619,37,sports ball
6773,44233,1728,501,1760,529,0.73693514,37,sports ball
6774,44234,1018,96,1052,130,0.7810738,37,sports ball
6775,44235,1731,499,1763,528,0.7576773,37,sports ball
6776,44236,1735,499,1768,528,0.7333626,37,sports ball
6777,44237,1740,499,1771,528,0.6113549,37,sports ball
6778,44238,1744,500,1773,530,0.5572242,37,sports ball
6779,44239,1746,508,1774,536,0.685412,37,sports ball
6780,44240,1743,507,1772,536,0.6313577,37,sports ball
6781,44240,1295,592,1318,617,0.55655926,37,sports ball
6782,44245,1042,106,1076,142,0.7376434,37,sports ball
6783,44256,1068,117,1102,155,0.7566633,37,sports ball
6784,44267,1091,132,1127,168,0.57962936,37,sports ball
6785,44319,1421,449,1449,476,0.77055323,37,sports ball
6786,44320,1422,469,1451,496,0.74008733,37,sports ball
6787,44321,1426,457,1456,480,0.69920707,37,sports ball
6788,44322,1430,438,1459,465,0.6634699,37,sports ball
6789,44344,1409,468,1436,495,0.50296277,37,sports ball
6790,44371,1397,457,1423,482,0.53781486,37,sports ball
6791,44372,1396,472,1423,497,0.68049556,37,sports ball
6792,44373,1402,453,1429,478,0.7141088,37,sports ball
6793,44406,1508,444,1537,469,0.59016764,37,sports ball
6794,44412,1339,113,1377,152,0.50785595,37,sports ball
6795,44423,1354,104,1396,145,0.6557145,37,sports ball
6796,44556,1350,129,1386,168,0.65506285,37,sports ball
6797,44567,1343,143,1383,183,0.5797085,37,sports ball
6798,44576,1380,459,1410,483,0.6241939,37,sports ball
6799,44594,1209,510,1234,537,0.5266919,37,sports ball
6800,44629,926,462,956,491,0.6898228,37,sports ball
6801,44630,903,480,935,511,0.69597,37,sports ball
6802,44631,883,503,914,535,0.8213476,37,sports ball
6803,44632,859,528,894,559,0.8292916,37,sports ball
6804,44660,723,485,756,525,0.55366534,37,sports ball
6805,44661,721,450,753,484,0.68419105,37,sports ball
6806,44662,715,413,751,453,0.7814943,37,sports ball
6807,44664,713,352,744,385,0.6689703,37,sports ball
6808,44676,686,132,717,169,0.59017605,37,sports ball
6809,44677,683,123,716,157,0.7011324,37,sports ball
6810,44679,681,115,714,146,0.7479831,37,sports ball
6811,44680,679,107,710,143,0.73270077,37,sports ball
6812,44681,677,102,708,135,0.7980523,37,sports ball
6813,44682,676,97,707,132,0.75771034,37,sports ball
6814,44683,674,95,705,128,0.8360086,37,sports ball
6815,44684,673,93,704,127,0.8440925,37,sports ball
6816,44685,671,94,702,128,0.83503336,37,sports ball
6817,44686,671,96,701,129,0.81649756,37,sports ball
6818,44687,670,97,700,131,0.84828526,37,sports ball
6819,44688,668,101,698,133,0.7781444,37,sports ball
6820,44690,666,106,696,140,0.6073502,37,sports ball
6821,44691,664,112,695,146,0.50640047,37,sports ball
6822,44711,1100,411,1118,432,0.5069029,37,sports ball
6823,44817,534,574,557,597,0.5718392,37,sports ball
6824,44818,519,564,544,588,0.5568375,37,sports ball
6825,44819,509,557,530,577,0.7277587,37,sports ball
6826,44824,455,533,481,561,0.559007,37,sports ball
6827,44829,391,529,417,555,0.5145553,37,sports ball
6828,44832,355,542,381,563,0.6447423,37,sports ball
6829,44834,344,547,368,570,0.7476639,37,sports ball
6830,44835,332,555,357,577,0.5147526,37,sports ball
6831,44836,319,563,348,590,0.80909884,37,sports ball
6832,44838,296,585,323,611,0.65287787,37,sports ball
6833,44846,220,559,248,588,0.75279003,37,sports ball
6834,44847,203,556,235,586,0.58514345,37,sports ball
6835,44865,225,587,250,611,0.52915776,37,sports ball
6836,44968,486,477,513,502,0.50387615,37,sports ball
6837,45218,447,640,472,673,0.51470834,37,sports ball
6838,45219,457,666,488,693,0.74645495,37,sports ball
6839,45219,332,759,364,791,0.54051226,37,sports ball
6840,45220,468,686,499,716,0.8399686,37,sports ball
6841,45221,479,707,510,738,0.8235072,37,sports ball
6842,45222,1249,532,1281,567,0.5047283,37,sports ball
6843,45223,490,732,520,762,0.8756296,37,sports ball
6844,45224,502,755,533,790,0.6418651,37,sports ball
6845,45226,511,753,542,782,0.86107403,37,sports ball
6846,45227,513,739,544,769,0.8917377,37,sports ball
6847,45228,515,726,546,756,0.8796158,37,sports ball
6848,45229,517,714,549,744,0.8780126,37,sports ball
6849,45230,518,704,550,733,0.8803914,37,sports ball
6850,45231,520,694,552,724,0.8791785,37,sports ball
6851,45232,521,687,553,717,0.8376312,37,sports ball
6852,45234,523,681,554,710,0.6919413,37,sports ball
6853,45235,525,673,562,704,0.55346006,37,sports ball
6854,45236,527,668,560,700,0.7603066,37,sports ball
6855,45237,527,665,557,696,0.76891476,37,sports ball
6856,45266,1287,565,1320,598,0.5492294,37,sports ball
6857,45277,1297,585,1328,618,0.50766027,37,sports ball
6858,45278,417,807,451,840,0.5704647,37,sports ball
6859,45280,396,777,430,810,0.5108616,37,sports ball
6860,45287,328,722,368,755,0.55330306,37,sports ball
6861,45289,1304,610,1337,643,0.8615658,37,sports ball
6862,45300,1312,635,1345,667,0.8325678,37,sports ball
6863,45308,289,735,324,768,0.6624219,37,sports ball
6864,45310,287,768,321,800,0.7635452,37,sports ball
6865,45311,1320,659,1353,693,0.7469626,37,sports ball
6866,45312,284,788,319,819,0.5507787,37,sports ball
6867,45316,265,803,299,835,0.5134206,37,sports ball
6868,45317,258,789,292,821,0.7911172,37,sports ball
6869,45318,249,775,284,806,0.7283793,37,sports ball
6870,45319,244,762,277,795,0.7010198,37,sports ball
6871,45322,1336,650,1366,681,0.7042633,37,sports ball
6872,45333,1347,631,1380,664,0.82150686,37,sports ball
6873,45341,288,727,322,759,0.5111913,37,sports ball
6874,45342,292,741,325,773,0.81342995,37,sports ball
6875,45343,296,757,330,790,0.8310274,37,sports ball
6876,45344,1360,614,1391,646,0.8329068,37,sports ball
6877,45345,299,773,332,805,0.8722158,37,sports ball
6878,45346,301,790,335,824,0.830391,37,sports ball
6879,45347,304,812,338,844,0.55133927,37,sports ball
6880,45348,302,810,336,840,0.715307,37,sports ball
6881,45349,297,789,331,823,0.81324905,37,sports ball
6882,45350,292,775,325,805,0.8182459,37,sports ball
6883,45351,287,759,320,790,0.81931704,37,sports ball
6884,45352,281,745,315,775,0.76742274,37,sports ball
6885,45353,277,734,308,761,0.742054,37,sports ball
6886,45355,1371,600,1404,630,0.58203304,37,sports ball
6887,45359,253,689,282,720,0.50714266,37,sports ball
6888,45381,311,740,342,771,0.5923562,37,sports ball
6889,45382,317,761,347,792,0.6053453,37,sports ball
6890,45384,323,759,355,787,0.6284605,37,sports ball
6891,45385,321,741,356,773,0.7880157,37,sports ball
6892,45394,328,661,358,689,0.5006888,37,sports ball
6893,45420,318,685,349,715,0.6851596,37,sports ball
6894,45421,312,705,344,735,0.811576,37,sports ball
6895,45423,305,723,338,755,0.8287416,37,sports ball
6896,45424,297,741,332,774,0.77344126,37,sports ball
6897,45425,289,722,324,755,0.75599164,37,sports ball
6898,45426,282,705,316,736,0.73507637,37,sports ball
6899,45449,154,698,189,733,0.5216014,37,sports ball
6900,45464,111,572,140,601,0.5342172,37,sports ball
6901,45483,113,548,136,571,0.5323197,37,sports ball
6902,45548,428,659,460,688,0.7622919,37,sports ball
6903,45549,442,676,472,709,0.834784,37,sports ball
6904,45550,445,658,477,688,0.86403686,37,sports ball
6905,45551,450,639,481,670,0.72293854,37,sports ball
6906,45555,1323,580,1352,612,0.7217367,37,sports ball
6907,45566,1318,601,1347,633,0.82788277,37,sports ball
6908,45577,1313,623,1342,653,0.8537452,37,sports ball
6909,45588,1308,647,1337,675,0.83131135,37,sports ball
6910,45599,1304,671,1333,702,0.71226895,37,sports ball
6911,45605,550,636,583,668,0.57336223,37,sports ball
6912,45606,575,657,607,686,0.6545804,37,sports ball
6913,45607,601,677,630,708,0.66164833,37,sports ball
6914,45608,612,669,644,700,0.79884446,37,sports ball
6915,45610,1305,673,1334,703,0.83120656,37,sports ball
6916,45622,1310,656,1341,686,0.86468935,37,sports ball
6917,45633,1317,642,1345,670,0.86390865,37,sports ball
6918,45644,1324,628,1352,656,0.81611687,37,sports ball
6919,45655,1331,615,1359,642,0.69554347,37,sports ball
6920,45665,1234,154,1268,190,0.6754866,37,sports ball
6921,45671,1220,134,1250,167,0.5924701,37,sports ball
6922,45672,1217,134,1248,164,0.5803821,37,sports ball
6923,45734,1151,492,1181,523,0.6581852,37,sports ball
6924,45737,1178,499,1208,527,0.7620771,37,sports ball
6925,45751,1234,446,1263,474,0.6218584,37,sports ball
6926,45752,1242,466,1269,493,0.53306335,37,sports ball
6927,45753,1250,488,1278,515,0.6159142,37,sports ball
6928,45757,1290,485,1321,512,0.59120536,37,sports ball
6929,45793,1546,419,1571,442,0.55001026,37,sports ball
6930,45795,1564,453,1591,480,0.75208616,37,sports ball
6931,45796,1574,472,1599,500,0.7726971,37,sports ball
6932,45797,1583,496,1609,521,0.7780758,37,sports ball
6933,45798,1592,514,1619,540,0.7617825,37,sports ball
6934,45804,1631,533,1659,558,0.5402986,37,sports ball
6935,45806,1645,515,1673,540,0.815079,37,sports ball
6936,45807,1652,506,1680,532,0.8155484,37,sports ball
6937,45808,1659,499,1687,525,0.7926292,37,sports ball
6938,45809,1666,493,1694,518,0.7766004,37,sports ball
6939,45840,1676,542,1702,569,0.7493592,37,sports ball
6940,45841,1678,559,1705,585,0.7322729,37,sports ball
6941,45842,1681,577,1706,603,0.6482393,37,sports ball
6942,45845,1685,583,1713,607,0.65175986,37,sports ball
6943,45846,1695,567,1724,593,0.6771742,37,sports ball
6944,45847,1705,555,1732,580,0.76930475,37,sports ball
6945,45848,1715,544,1741,568,0.6128029,37,sports ball
6946,45868,1671,513,1697,538,0.76178277,37,sports ball
6947,45869,1667,526,1693,550,0.7939824,37,sports ball
6948,45870,1662,540,1689,564,0.8342813,37,sports ball
6949,45871,1659,553,1685,578,0.7640604,37,sports ball
6950,45872,1662,548,1688,573,0.8422336,37,sports ball
6951,45873,1668,535,1694,559,0.8005356,37,sports ball
6952,45874,1673,522,1698,545,0.8155742,37,sports ball
6953,45875,1678,511,1705,533,0.62639105,37,sports ball
6954,45876,1684,499,1711,522,0.52385426,37,sports ball
6955,45902,1663,479,1690,505,0.6261882,37,sports ball
6956,45903,1655,495,1682,519,0.70900583,37,sports ball
6957,45904,1647,512,1673,536,0.78204244,37,sports ball
6958,45905,1645,510,1673,535,0.6952732,37,sports ball
6959,45906,1645,496,1672,519,0.753344,37,sports ball
6960,45907,1646,483,1674,509,0.71644926,37,sports ball
6961,45908,1648,470,1676,495,0.63704747,37,sports ball
6962,45932,1282,589,1311,615,0.6026227,37,sports ball
6963,45938,1631,476,1659,501,0.6849556,37,sports ball
6964,45940,1631,481,1657,506,0.5456989,37,sports ball
6965,45941,1634,466,1661,490,0.7676586,37,sports ball
6966,45943,1270,609,1300,635,0.6386769,37,sports ball
6967,45977,1242,663,1275,700,0.6165733,37,sports ball
6968,46035,1440,481,1465,507,0.55187774,37,sports ball
6969,46036,1424,494,1452,522,0.5756309,37,sports ball
6970,46043,1257,570,1285,597,0.50355035,37,sports ball
6971,46058,1176,488,1205,516,0.64657724,37,sports ball
6972,46059,1169,465,1197,493,0.73855484,37,sports ball
6973,46088,1266,527,1299,555,0.5154462,37,sports ball
6974,46092,922,190,951,219,0.7212802,37,sports ball
6975,46093,909,178,939,211,0.7534587,37,sports ball
6976,46094,896,169,925,202,0.6772752,37,sports ball
6977,46095,881,161,911,194,0.7561102,37,sports ball
6978,46096,868,154,898,186,0.69184464,37,sports ball
6979,46097,857,149,887,182,0.8567401,37,sports ball
6980,46098,843,144,874,175,0.802293,37,sports ball
6981,46100,830,142,860,173,0.7901218,37,sports ball
6982,46101,816,139,847,172,0.80424124,37,sports ball
6983,46102,799,137,832,171,0.63897544,37,sports ball
6984,46103,789,137,819,170,0.5936323,37,sports ball
6985,46104,773,138,805,172,0.7489797,37,sports ball
6986,46376,1429,516,1460,549,0.53371537,37,sports ball
6987,46665,1553,480,1583,507,0.52563703,37,sports ball
6988,46709,1569,447,1599,474,0.55978197,37,sports ball
6989,47116,848,281,1155,467,0.69925946,37,sports ball
6990,47117,821,277,1138,489,0.60089403,37,sports ball
6991,47118,790,274,1116,496,0.7682048,37,sports ball
6992,47119,762,268,1088,501,0.58115494,37,sports ball
6993,47122,711,253,1032,496,0.6963175,37,sports ball
6994,47145,61,41,492,304,0.7173137,37,sports ball
6995,47146,21,35,449,302,0.7706645,37,sports ball
6996,47147,6,31,412,303,0.8739091,37,sports ball
6997,47148,3,25,368,305,0.82536864,37,sports ball
6998,47149,2,18,326,310,0.7256102,37,sports ball
6999,47164,1419,297,1446,327,0.50934565,37,sports ball
7000,47187,1424,291,1454,323,0.5035688,37,sports ball
7001,47620,1164,823,1198,861,0.68832564,37,sports ball
7002,47642,1144,799,1180,833,0.5562583,37,sports ball
7003,47653,1135,779,1170,814,0.66767704,37,sports ball
7004,47797,855,755,889,785,0.53436255,37,sports ball
7005,47830,810,690,843,722,0.60295147,37,sports ball
7006,47864,774,664,811,698,0.6466342,37,sports ball
7007,47929,260,525,285,549,0.5533167,37,sports ball
7008,47931,263,545,287,569,0.5272964,37,sports ball
7009,47933,251,529,278,551,0.5594097,37,sports ball
7010,47956,299,502,324,526,0.5097997,37,sports ball
7011,47957,307,519,333,542,0.63022023,37,sports ball
7012,47958,315,536,340,560,0.6862742,37,sports ball
7013,47960,315,536,339,558,0.7632735,37,sports ball
7014,47961,309,520,335,542,0.72905767,37,sports ball
7015,47962,303,505,329,528,0.7712817,37,sports ball
7016,47963,299,491,324,515,0.732199,37,sports ball
7017,48048,201,417,231,447,0.5176285,37,sports ball
7018,48114,223,494,256,525,0.50246525,37,sports ball
7019,48206,562,449,589,477,0.7612965,37,sports ball
7020,48207,586,456,613,482,0.8034942,37,sports ball
7021,48209,600,438,626,461,0.8042692,37,sports ball
7022,48210,613,418,639,445,0.7920901,37,sports ball
7023,48508,1578,494,1612,523,0.6062799,37,sports ball
7024,48518,810,60,840,93,0.7469333,37,sports ball
7025,48519,1606,509,1638,539,0.6654286,37,sports ball
7026,48520,823,49,856,83,0.8795529,37,sports ball
7027,48521,838,40,871,75,0.8317143,37,sports ball
7028,48522,853,32,886,67,0.752176,37,sports ball
7029,48523,868,27,901,63,0.7230529,37,sports ball
7030,48524,884,21,916,56,0.64577496,37,sports ball
7031,48525,899,16,930,50,0.59998,37,sports ball
7032,48530,1628,525,1660,555,0.6325966,37,sports ball
7033,48533,1007,25,1039,59,0.67693174,37,sports ball
7034,48534,1023,30,1055,64,0.7820987,37,sports ball
7035,48536,1055,48,1086,81,0.6001209,37,sports ball
7036,48537,1071,57,1100,94,0.5411731,37,sports ball
7037,48538,1086,70,1118,106,0.53018,37,sports ball
7038,48539,1101,83,1133,119,0.5563338,37,sports ball
7039,48540,1118,98,1149,136,0.7238523,37,sports ball
